"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"M15.60.02";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_filter - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_filter - round duct connection_gen_witas.rfa";"M15.60.02____";"";"False";"VENTILATIE-ELEMENTEN :: Filters [DRAFT] :: Filter voor aansluiting op ronde kanalen";"ELEMENTS DE VENTILATION :: Filtres [DRAFT] :: Filtre pour raccordement aux gaines rondes"
"M15.70";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_silencer - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_silencer - round duct connection_gen_witas.rfa";"M15.70____";"";"True";"VENTILATIE-ELEMENTEN :: Ronde geluidsdempers";"ELEMENTS DE VENTILATION :: Silencieux ronds"
"M15.71";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_silencer - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_silencer - rectangular duct connection_gen_witas.rfa";"M15.71____";"";"True";"VENTILATIE-ELEMENTEN :: Rechthoekige geluidsdempers";"ELEMENTS DE VENTILATION :: Silencieux rectangulaires"
"M15.80.01";"\RSen_10_Model families\Air Terminals\Hood\RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"M15.80.01__KH-01__";"KH-01";"False";"VENTILATIE-ELEMENTEN :: Dampkappen :: Telescopische dampkap";"ELEMENTS DE VENTILATION :: Hottes d'extraction :: Hotte télescopique"
"M15.80.05";"\RSen_10_Model families\Air Terminals\Hood\RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"M15.80.05__KH-05__";"KH-05";"False";"VENTILATIE-ELEMENTEN :: Dampkappen :: Wanddampkap";"ELEMENTS DE VENTILATION :: Hottes d'extraction :: Hotte murale"
"M15.80.07";"\RSen_10_Model families\Air Terminals\Hood\RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"M15.80.07__KH-07__";"KH-07";"False";"VENTILATIE-ELEMENTEN :: Dampkappen :: Recirculatiedampkap";"ELEMENTS DE VENTILATION :: Hottes d'extraction :: Hotte à recyclage"
"M15.80.10";"\RSen_10_Model families\Air Terminals\Hood\RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"M15.80.10__KH-10__";"KH-10";"False";"VENTILATIE-ELEMENTEN :: Dampkappen :: Inbouw dampkap";"ELEMENTS DE VENTILATION :: Hottes d'extraction :: Hotte intégrée"
"M15.80.15";"\RSen_10_Model families\Air Terminals\Hood\RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_hood - round duct connection - exhaust air - preset flow_gen_witas.rfa";"M15.80.15__KH-15__";"KH-15";"False";"VENTILATIE-ELEMENTEN :: Dampkappen :: Semi-industriële dampkap";"ELEMENTS DE VENTILATION :: Hottes d'extraction :: Hotte semi-industrielle"
"M16.02.11.01";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.11.01__AV-11S__Diameter100__";"AV-11S";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 100 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 100 mm"
"M16.02.11.01";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.11.01__AV-11R__Diameter100__";"AV-11R";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 100 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 100 mm"
"M16.02.11.02";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.11.02__AV-11S__Diameter125__";"AV-11S";"True";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 125 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 125 mm"
"M16.02.11.02";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.11.02__AV-11R__Diameter125__";"AV-11R";"True";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 125 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 125 mm"
"M16.02.11.03";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.11.03__AV-11S__Diameter160__";"AV-11S";"True";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 160 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 160 mm"
"M16.02.11.03";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.11.03__AV-11R__Diameter160__";"AV-11R";"True";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-11[S/R] :: Diameter 160 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-11[S/R] :: Diamètre 160 mm"
"M16.02.13.01";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.13.01__AV-13S__Diameter100__";"AV-13S";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 100 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 100 mm"
"M16.02.13.01";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.13.01__AV-13R__Diameter100__";"AV-13R";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 100 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 100 mm"
"M16.02.13.02";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.13.02__AV-13S__Diameter125__";"AV-13S";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 125 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 125 mm"
"M16.02.13.02";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.13.02__AV-13R__Diameter125__";"AV-13R";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 125 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 125 mm"
"M16.02.13.03";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_disc valve diffuser - supply - preset flow_gen_witas.rfa";"M16.02.13.03__AV-13S__Diameter160__";"AV-13S";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 160 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 160 mm"
"M16.02.13.03";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"RSen_57_AIR_FB_extraction diffuser - predefined flow_gen_witas.rfa";"M16.02.13.03__AV-13R__Diameter160__";"AV-13R";"False";"LUCHTMONDEN :: Luchtventielen :: Luchtventiel AV-13[S/R] :: Diameter 160 mm";"BOUCHES DE VENTILATION :: Bouches de type ventouse :: Bouche de type ventouse AV-13[S/R] :: Diamètre 160 mm"
"M16.04.12";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.12__UG-12S__ventilation grill__";"UG-12S";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale lamellen UG-12[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes horizontales UG-12[S/R]-P"
"M16.04.12";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.12__UG-12R__ventilation grill__";"UG-12R";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale lamellen UG-12[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes horizontales UG-12[S/R]-P"
"M16.04.12";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.12__UG-12S-P__ventilation grill__";"UG-12S-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale lamellen UG-12[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes horizontales UG-12[S/R]-P"
"M16.04.12";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.12__UG-12R-P__ventilation grill__";"UG-12R-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale lamellen UG-12[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes horizontales UG-12[S/R]-P"
"M16.04.22";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.22__UG-22S__ventilation grill__";"UG-22S";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale staven UG-22[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à barres horizontales UG-22[S/R]-P"
"M16.04.22";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.22__UG-22R__ventilation grill__";"UG-22R";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale staven UG-22[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à barres horizontales UG-22[S/R]-P"
"M16.04.22";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.22__UG-22S-P__ventilation grill__";"UG-22S-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale staven UG-22[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à barres horizontales UG-22[S/R]-P"
"M16.04.22";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.22__UG-22R-P__ventilation grill__";"UG-22R-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met horizontale staven UG-22[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à barres horizontales UG-22[S/R]-P"
"M16.04.32";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.32__UG-32S__ventilation grill__";"UG-32S";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met verticale lamellen UG-32[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes verticales UG-32[S/R]-P"
"M16.04.32";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.32__UG-32R__ventilation grill__";"UG-32R";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met verticale lamellen UG-32[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes verticales UG-32[S/R]-P"
"M16.04.32";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.32__UG-32S-P__ventilation grill__";"UG-32S-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met verticale lamellen UG-32[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes verticales UG-32[S/R]-P"
"M16.04.32";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 rectangular connector - preset flow_gen_witas.rfa";"M16.04.32__UG-32R-P__ventilation grill__";"UG-32R-P";"False";"LUCHTMONDEN :: Universele roosters :: Rooster met verticale lamellen UG-32[S/R]-P";"BOUCHES DE VENTILATION :: Grilles universelles :: Grille à ailettes verticales UG-32[S/R]-P"
"M16.06.11";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.11__CD-11S-P__ceiling grill round__";"CD-11S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-11[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-11[S/R]-P"
"M16.06.11";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"M16.06.11__CD-11R-P__ceiling grill round__";"CD-11R-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-11[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-11[S/R]-P"
"M16.06.12";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.12__CD-12S-P__ceiling grill__";"CD-12S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-12[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-12[S/R]-P"
"M16.06.12";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"M16.06.12__CD-12R-P__ceiling grill__";"CD-12R-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-12[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-12[S/R]-P"
"M16.06.21";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.21__CD-21S-P__ceiling grill round__";"CD-21S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-21[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-21[S/R]-P"
"M16.06.21";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"M16.06.21__CD-21R-P__ceiling grill round__";"CD-21R-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-21[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-21[S/R]-P"
"M16.06.22";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.22__CD-22S-P__ceiling grill__";"CD-22S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-22[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-22[S/R]-P"
"M16.06.22";"\RSen_10_Model families\Air Terminals\Return grille\RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_return grill - 1 round connector - preset flow_gen_witas.rfa";"M16.06.22__CD-22R-P__ceiling grill__";"CD-22R-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster CD-22[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier CD-22[S/R]-P"
"M16.06.51";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.51__CD-51S-P__ceiling swirl grill round__";"CD-51S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondwervelrooster CD-51[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à jet hélicoïdal CD-51[S/R]-P"
"M16.06.52";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.52__CD-52S-P__ceiling swirl grill__";"CD-52S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondwervelrooster CD-52[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à jet hélicoïdal CD-52[S/R]-P"
"M16.06.53";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.53__CD-53S-P__ceiling swirl grill round__";"CD-53S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondwervelrooster CD-53[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à jet hélicoïdal CD-53[S/R]-P"
"M16.06.61";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.61__CD-61S-P__ceiling swirl grill round__";"CD-61S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondwervelrooster CD-61[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à jet hélicoïdal CD-61[S/R]-P"
"M16.06.62";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.62__CD-62S-P__ceiling swirl grill__";"CD-62S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondwervelrooster CD-62[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à jet hélicoïdal CD-62[S/R]-P"
"M16.06.71";"\RSen_10_Model families\Air Terminals\Supply grille\RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"RSen_57_AIR_FB_supply grill - 1 round connection - preset flow_gen_witas.rfa";"M16.06.71__CD-71S-P__ceiling impuls grill round__";"CD-71S-P";"False";"LUCHTMONDEN :: Plafondroosters :: Plafondrooster met hoge inductie CD-71[S/R]-P";"BOUCHES DE VENTILATION :: Diffuseurs plafonniers :: Diffuseur plafonnier à haute induction CD-71[S/R]-P"
